P_START_LETTER,P_END_LETTER,TABLE_NAME,COLUMN_NAME,OBJECT_TYPE,DATA_TYPE,DATA_LENGTH,CHAR_LENGTH
L,O,LOY_ACRL_RULE_INT,LOY_ACRL_RULE_ID,VIEW,NUMBER,22,0
L,O,LOY_ACRL_RULE_INT,DESC_TXT,VIEW,VARCHAR2,1000,250
L,O,LOY_ACRL_RULE_INT,PROGRAM_ID,VIEW,NUMBER,22,0
L,O,LOY_ACRL_RULE_INT,NAME,VIEW,VARCHAR2,300,75
L,O,LOY_ACRL_RULE_INT,ACRL_RULE_ID,VIEW,NUMBER,22,0
L,O,LOY_ACRL_RULE_INT,ATTR_NAME_CODE,VIEW,VARCHAR2,120,30
L,O,LOY_ACRL_RULE_INT,DUPLICATE_FLAG,VIEW,VARCHAR2,4,1
L,O,LOY_ACRL_RULE_INT,MANDATORY_FLAG,VIEW,VARCHAR2,4,1
L,O,LOY_ACRL_RULE_ITM,LOY_ACRL_RULE_ITM_ID,VIEW,NUMBER,22,0
L,O,LOY_ACRL_RULE_ITM,CREATED_BY,VIEW,VARCHAR2,256,64
L,O,LOY_ACRL_RULE_ITM,LAST_UPDATED_BY,VIEW,VARCHAR2,256,64
L,O,LOY_ACRL_RULE_ITM,LAST_UPDATE_LOGIN,VIEW,VARCHAR2,128,32
L,O,LOY_ACRL_RULE_ITM,CREATION_DATE,VIEW,TIMESTAMP(6),11,0
L,O,LOY_ACRL_RULE_ITM,LAST_UPDATE_DATE,VIEW,TIMESTAMP(6),11,0
L,O,LOY_ACRL_RULE_ITM,OBJECT_VERSION_NUMBER,VIEW,NUMBER,22,0
L,O,LOY_ACRL_RULE_ITM,CONFLICT_ID,VIEW,NUMBER,22,0
L,O,LOY_ACRL_RULE_ITM,ACRL_RULE_ID,VIEW,NUMBER,22,0
L,O,LOY_ACRL_RULE_ITM,ATTR_NAME_CODE,VIEW,VARCHAR2,120,30
L,O,LOY_ACRL_RULE_ITM,DUPLICATE_FLAG,VIEW,VARCHAR2,4,1
L,O,LOY_ACRL_RULE_ITM,MANDATORY_FLAG,VIEW,VARCHAR2,4,1
